guess	qty	min	max 	ave	    lw/max	p2
retie	116	1	0527	27.31	06.0	4,034
mensa	116	1	0428	27.31	07.4	4,061
lover	116	1	0457	27.31	06.9	4,074
rivet	116	1	0516	27.31	06.1	4,192
amber	116	1	0476	27.31	06.7	4,208
daily	116	1	0535	27.31	05.9	4,374
randy	116	1	0474	27.31	06.7	4,377
frail	116	1	0510	27.31	06.2	4,628
coped	116	1	0531	27.31	06.0	4,654
valor	116	1	0514	27.31	06.2	4,687
clime	116	1	0494	27.31	06.4	4,722
smelt	116	1	0523	27.31	06.1	4,848
wired	116	1	0577	27.31	05.5	4,891
upset	116	1	0534	27.31	05.9	4,914
shlep	116	1	0531	27.31	06.0	4,914
sugar	116	1	0564	27.31	05.6	4,957
begat	116	1	0476	27.31	06.7	5,076
dowel	116	1	0559	27.31	05.7	5,101
modal	116	1	0568	27.31	05.6	5,179
spree	116	1	0641	27.31	04.9	5,228
antic	116	1	0578	27.31	05.5	5,266
roved	116	1	0600	27.31	05.3	5,266
peony	116	1	0594	27.31	05.3	5,270
shorn	116	1	0598	27.31	05.3	5,319
deter	116	1	0654	27.31	04.8	5,395
hoist	116	1	0675	27.31	04.7	5,440
poesy	116	1	0629	27.31	05.0	5,443
strip	116	1	0639	27.31	05.0	5,460
fetid	116	1	0597	27.31	05.3	5,580
wheat	116	1	0550	27.31	05.8	5,927
wrist	116	1	0689	27.31	04.6	5,972
chute	116	1	0550	27.31	05.8	6,008
could	116	1	0720	27.31	04.4	6,033
bilge	116	1	0580	27.31	05.5	6,103
spurt	116	1	0744	27.31	04.3	6,710
spout	116	1	0767	27.31	04.1	6,859
march	116	1	0755	27.31	04.2	7,000
guilt	116	1	0807	27.31	03.9	7,167
flint	116	1	0831	27.31	03.8	7,758
shunt	116	1	0926	27.31	03.4	8,597
safer	115	1	0385	27.55	08.2	2,935
retag	115	1	0380	27.55	08.3	3,357
snarl	115	1	0408	27.55	07.8	3,458
douse	115	1	0380	27.55	08.3	3,543
trike	115	1	0434	27.55	07.3	3,611
alike	115	1	0373	27.55	08.5	3,703
tease	115	1	0464	27.55	06.8	3,789
named	115	1	0453	27.55	07.0	3,888
voter	115	1	0477	27.55	06.6	3,951
shied	115	1	0505	27.55	06.3	4,123
recut	115	1	0425	27.55	07.5	4,125
alive	115	1	0405	27.55	07.8	4,213
moper	115	1	0497	27.55	06.4	4,263
media	115	1	0378	27.55	08.4	4,279
force	115	1	0491	27.55	06.5	4,462
audit	115	1	0457	27.55	06.9	4,570
mayor	115	1	0509	27.55	06.2	4,573
steer	115	1	0551	27.55	05.8	4,583
trite	115	1	0527	27.55	06.0	4,645
ounce	115	1	0514	27.55	06.2	4,735
money	115	1	0446	27.55	07.1	4,817
phone	115	1	0498	27.55	06.4	4,871
wider	115	1	0577	27.55	05.5	5,130
bogie	115	1	0505	27.55	06.3	5,182
grief	115	1	0558	27.55	05.7	5,222
crash	115	1	0626	27.55	05.1	5,493
setup	115	1	0535	27.55	05.9	5,521
loved	115	1	0594	27.55	05.3	5,614
malty	115	1	0672	27.55	04.7	6,018
horny	115	1	0647	27.55	04.9	6,044
owned	115	1	0582	27.55	05.4	6,108
whose	115	1	0566	27.55	05.6	6,244
guest	115	1	0621	27.55	05.1	6,246
cabin	115	1	0689	27.55	04.6	6,382
chain	115	1	0679	27.55	04.7	6,544
brunt	115	1	0726	27.55	04.4	6,735
cramp	115	1	0726	27.55	04.4	6,746
madly	115	1	0739	27.55	04.3	6,761
badly	115	1	0765	27.55	04.1	7,145
charm	115	1	0755	27.55	04.2	7,510
guild	115	1	0850	27.55	03.7	7,834
gayer	114	1	0340	27.79	09.3	3,283
saver	114	1	0426	27.79	07.4	3,322
utile	114	1	0406	27.79	07.8	3,591
death	114	1	0408	27.79	07.8	3,620
samey	114	1	0346	27.79	09.2	3,669
shred	114	1	0495	27.79	06.4	3,834
lease	114	1	0456	27.79	07.0	3,837
shoed	114	1	0448	27.79	07.1	3,906
stray	114	1	0476	27.79	06.7	4,091
beaut	114	1	0441	27.79	07.2	4,110
under	114	1	0479	27.79	06.6	4,228
deity	114	1	0437	27.79	07.3	4,283
frame	114	1	0475	27.79	06.7	4,331
daunt	114	1	0535	27.79	05.9	4,333
latte	114	1	0444	27.79	07.1	4,339
besot	114	1	0463	27.79	06.8	4,479
gaped	114	1	0505	27.79	06.3	4,567
house	114	1	0539	27.79	05.9	4,573
piano	114	1	0395	27.79	08.0	4,600
scope	114	1	0490	27.79	06.5	4,656
shoal	114	1	0506	27.79	06.3	4,699
adult	114	1	0523	27.79	06.1	4,735
mouse	114	1	0539	27.79	05.9	4,749
sinew	114	1	0510	27.79	06.2	4,834
erupt	114	1	0491	27.79	06.5	4,861
scorn	114	1	0563	27.79	05.6	4,924
laved	114	1	0558	27.79	05.7	4,927
gnarl	114	1	0531	27.79	06.0	4,976
nasty	114	1	0583	27.79	05.4	5,071
hardy	114	1	0520	27.79	06.1	5,144
mural	114	1	0541	27.79	05.9	5,168
muted	114	1	0569	27.79	05.6	5,202
spray	114	1	0567	27.79	05.6	5,204
north	114	1	0601	27.79	05.3	5,219
moist	114	1	0644	27.79	04.9	5,245
threw	114	1	0580	27.79	05.5	5,323
liven	114	1	0556	27.79	05.7	5,486
crony	114	1	0640	27.79	05.0	5,535
donut	114	1	0663	27.79	04.8	5,543
cobra	114	1	0565	27.79	05.6	5,574
denim	114	1	0562	27.79	05.6	5,586
there	114	1	0630	27.79	05.0	5,742
patsy	114	1	0667	27.79	04.8	5,782
front	114	1	0669	27.79	04.7	5,904
corps	114	1	0652	27.79	04.9	5,994
began	114	1	0511	27.79	06.2	6,007
harpy	114	1	0628	27.79	05.0	6,077
lived	114	1	0658	27.79	04.8	6,220
cheap	114	1	0571	27.79	05.6	6,314
scout	114	1	0721	27.79	04.4	6,354
drift	114	1	0706	27.79	04.5	6,402
creep	114	1	0711	27.79	04.5	6,454
crank	114	1	0698	27.79	04.5	6,484
tubal	114	1	0670	27.79	04.7	6,508
devil	114	1	0658	27.79	04.8	6,533
binge	114	1	0623	27.79	05.1	6,751
croup	114	1	0738	27.79	04.3	6,757
login	114	1	0738	27.79	04.3	6,773
glint	114	1	0779	27.79	04.1	7,034
built	114	1	0809	27.79	03.9	7,319
dingo	114	1	0822	27.79	03.9	8,010
sepia	113	1	0327	28.04	09.7	3,568
ulcer	113	1	0396	28.04	08.0	3,589
drake	113	1	0466	28.04	06.8	3,658
stage	113	1	0404	28.04	07.8	3,710
rater	113	1	0458	28.04	06.9	3,719
wiser	113	1	0450	28.04	07.0	3,973
laity	113	1	0487	28.04	06.5	3,999
sawed	113	1	0475	28.04	06.7	4,054
shard	113	1	0473	28.04	06.7	4,205
homer	113	1	0464	28.04	06.8	4,210
loath	113	1	0500	28.04	06.3	4,240
abort	113	1	0478	28.04	06.6	4,301
agent	113	1	0449	28.04	07.1	4,445
meaty	113	1	0503	28.04	06.3	4,451
lemur	113	1	0426	28.04	07.4	4,544
legit	113	1	0461	28.04	06.9	4,566
honey	113	1	0429	28.04	07.4	4,646
ample	113	1	0459	28.04	06.9	4,646
taste	113	1	0464	28.04	06.8	4,720
sandy	113	1	0566	28.04	05.6	4,898
cargo	113	1	0535	28.04	05.9	4,921
mange	113	1	0475	28.04	06.7	4,957
draft	113	1	0581	28.04	05.5	4,970
flora	113	1	0479	28.04	06.6	5,001
retch	113	1	0503	28.04	06.3	5,011
rewon	113	1	0461	28.04	06.9	5,019
venal	113	1	0463	28.04	06.8	5,100
antsy	113	1	0583	28.04	05.4	5,114
tarot	113	1	0552	28.04	05.7	5,123
basil	113	1	0574	28.04	05.5	5,166
raspy	113	1	0567	28.04	05.6	5,195
shake	113	1	0486	28.04	06.5	5,199
inapt	113	1	0580	28.04	05.5	5,216
forge	113	1	0546	28.04	05.8	5,246
minor	113	1	0611	28.04	05.2	5,265
demur	113	1	0576	28.04	05.5	5,267
drive	113	1	0614	28.04	05.2	5,278
aloft	113	1	0541	28.04	05.9	5,310
peter	113	1	0635	28.04	05.0	5,418
loamy	113	1	0596	28.04	05.3	5,483
guide	113	1	0548	28.04	05.8	5,623
marsh	113	1	0627	28.04	05.1	5,626
croak	113	1	0573	28.04	05.5	5,687
along	113	1	0579	28.04	05.5	5,729
clout	113	1	0670	28.04	04.7	5,753
until	113	1	0699	28.04	04.5	6,282
sleep	113	1	0682	28.04	04.7	6,328
bacon	113	1	0650	28.04	04.9	6,382
creed	113	1	0727	28.04	04.4	6,414
wrath	113	1	0686	28.04	04.6	6,506
splay	113	1	0691	28.04	04.6	6,560
sworn	113	1	0673	28.04	04.7	6,630
cubed	113	1	0670	28.04	04.7	6,675
crepe	113	1	0711	28.04	04.5	6,705
vined	113	1	0687	28.04	04.6	6,749
fruit	113	1	0747	28.04	04.2	6,977
cavil	113	1	0745	28.04	04.3	7,387
situp	113	1	0843	28.04	03.8	7,580
taker	112	1	0382	28.29	08.3	2,947
aside	112	1	0302	28.29	10.5	2,955
diary	112	1	0403	28.29	07.9	3,708
elate	112	1	0444	28.29	07.1	3,953
stake	112	1	0400	28.29	07.9	4,099
navel	112	1	0463	28.29	06.8	4,365
torte	112	1	0499	28.29	06.4	4,452
noble	112	1	0447	28.29	07.1	4,477
decay	112	1	0401	28.29	07.9	4,519
intro	112	1	0508	28.29	06.2	4,533
seamy	112	1	0502	28.29	06.3	4,540
talus	112	1	0572	28.29	05.5	4,601
cower	112	1	0514	28.29	06.2	4,697
tetra	112	1	0458	28.29	06.9	4,728
faced	112	1	0513	28.29	06.2	4,883
decry	112	1	0467	28.29	06.8	4,913
broil	112	1	0551	28.29	05.8	4,938
towed	112	1	0553	28.29	05.7	5,022
gamed	112	1	0541	28.29	05.9	5,062
drove	112	1	0600	28.29	05.3	5,157
doily	112	1	0605	28.29	05.2	5,210
guise	112	1	0552	28.29	05.7	5,227
mince	112	1	0504	28.29	06.3	5,309
third	112	1	0608	28.29	05.2	5,316
urged	112	1	0584	28.29	05.4	5,326
viral	112	1	0534	28.29	05.9	5,351
shrew	112	1	0574	28.29	05.5	5,410
basin	112	1	0593	28.29	05.3	5,488
badge	112	1	0563	28.29	05.6	5,495
piety	112	1	0572	28.29	05.5	5,510
ranch	112	1	0627	28.29	05.1	5,604
snark	112	1	0590	28.29	05.4	5,617
dolma	112	1	0568	28.29	05.6	5,651
greet	112	1	0660	28.29	04.8	5,701
bursa	112	1	0570	28.29	05.6	5,754
proud	112	1	0669	28.29	04.7	5,769
foist	112	1	0694	28.29	04.6	6,161
field	112	1	0614	28.29	05.2	6,168
latch	112	1	0710	28.29	04.5	6,294
focal	112	1	0645	28.29	04.9	6,800
tulip	112	1	0758	28.29	04.2	6,917
anvil	112	1	0703	28.29	04.5	7,591
worth	112	1	0793	28.29	04.0	7,852
shaft	112	1	0817	28.29	03.9	8,242
mouth	112	1	0882	28.29	03.6	8,890
idler	111	1	0406	28.54	07.8	3,531
aspen	111	1	0363	28.54	08.7	3,563
nosey	111	1	0363	28.54	08.7	3,826
lunar	111	1	0436	28.54	07.3	3,971
ultra	111	1	0432	28.54	07.3	4,058
incel	111	1	0427	28.54	07.4	4,124
hosed	111	1	0448	28.54	07.1	4,145
stand	111	1	0514	28.54	06.2	4,164
caged	111	1	0484	28.54	06.6	4,292
eared	111	1	0545	28.54	05.8	4,331
opted	111	1	0464	28.54	06.8	4,370
entry	111	1	0451	28.54	07.0	4,586
savor	111	1	0518	28.54	06.1	4,629
lurid	111	1	0502	28.54	06.3	4,669
melon	111	1	0492	28.54	06.4	4,729
lemon	111	1	0492	28.54	06.4	4,829
story	111	1	0539	28.54	05.9	4,839
dirty	111	1	0544	28.54	05.8	4,969
sowed	111	1	0525	28.54	06.0	4,972
reuse	111	1	0556	28.54	05.7	4,986
cover	111	1	0532	28.54	06.0	5,018
lordy	111	1	0510	28.54	06.2	5,032
scent	111	1	0551	28.54	05.8	5,057
boney	111	1	0443	28.54	07.2	5,070
whale	111	1	0469	28.54	06.8	5,101
grave	111	1	0531	28.54	06.0	5,140
amble	111	1	0492	28.54	06.4	5,256
gamey	111	1	0437	28.54	07.3	5,272
flame	111	1	0498	28.54	06.4	5,306
lotus	111	1	0624	28.54	05.1	5,440
ducat	111	1	0579	28.54	05.5	5,479
spoil	111	1	0607	28.54	05.2	5,516
chide	111	1	0590	28.54	05.4	5,639
tonga	111	1	0560	28.54	05.7	5,687
meter	111	1	0637	28.54	05.0	5,713
haunt	111	1	0656	28.54	04.8	5,721
whole	111	1	0508	28.54	06.2	5,866
bused	111	1	0612	28.54	05.2	5,985
bland	111	1	0693	28.54	04.6	6,065
debut	111	1	0608	28.54	05.2	6,154
perch	111	1	0592	28.54	05.4	6,224
twain	111	1	0650	28.54	04.9	6,279
stalk	111	1	0678	28.54	04.7	6,415
swain	111	1	0639	28.54	05.0	6,438
guano	111	1	0561	28.54	05.7	6,447
gourd	111	1	0721	28.54	04.4	6,540
sheet	111	1	0708	28.54	04.5	6,799
broth	111	1	0728	28.54	04.4	6,831
gibed	111	1	0693	28.54	04.6	7,008
plasm	111	1	0745	28.54	04.3	7,062
staph	111	1	0768	28.54	04.1	7,635
touch	111	1	0857	28.54	03.7	8,369
couth	111	1	0857	28.54	03.7	8,421
budge	111	1	0763	28.54	04.2	8,541
swath	111	1	0836	28.54	03.8	8,763
yearn	110	1	0337	28.80	09.4	3,111
afire	110	1	0326	28.80	09.7	3,306
after	110	1	0404	28.80	07.8	3,422
yeast	110	1	0431	28.80	07.4	3,453
opera	110	1	0287	28.80	11.0	3,487
taken	110	1	0393	28.80	08.1	3,625
skier	110	1	0419	28.80	07.6	3,693
artsy	110	1	0476	28.80	06.7	3,823
lower	110	1	0429	28.80	07.4	3,947
resaw	110	1	0403	28.80	07.9	4,007
eaten	110	1	0462	28.80	06.9	4,014
skate	110	1	0400	28.80	07.9	4,027
comet	110	1	0434	28.80	07.3	4,070
email	110	1	0452	28.80	07.0	4,245
steno	110	1	0493	28.80	06.4	4,245
naive	110	1	0417	28.80	07.6	4,267
hairy	110	1	0445	28.80	07.1	4,271
serif	110	1	0436	28.80	07.3	4,275
bathe	110	1	0435	28.80	07.3	4,324
aloud	110	1	0434	28.80	07.3	4,431
remap	110	1	0446	28.80	07.1	4,464
cadge	110	1	0484	28.80	06.6	4,486
paged	110	1	0505	28.80	06.3	4,635
bayed	110	1	0462	28.80	06.9	4,804
ahold	110	1	0515	28.80	06.2	4,811
reply	110	1	0408	28.80	07.8	4,858
amour	110	1	0452	28.80	07.0	4,937
dopey	110	1	0493	28.80	06.4	5,149
soapy	110	1	0556	28.80	05.7	5,185
tense	110	1	0587	28.80	05.4	5,187
steel	110	1	0568	28.80	05.6	5,237
waist	110	1	0608	28.80	05.2	5,368
sneak	110	1	0524	28.80	06.1	5,394
inept	110	1	0523	28.80	06.1	5,436
fiber	110	1	0558	28.80	05.7	5,605
sound	110	1	0684	28.80	04.6	5,660
gavel	110	1	0559	28.80	05.7	5,701
sheer	110	1	0619	28.80	05.1	5,745
choir	110	1	0651	28.80	04.9	5,867
urban	110	1	0592	28.80	05.4	6,070
panic	110	1	0652	28.80	04.9	6,175
wield	110	1	0619	28.80	05.1	6,306
caput	110	1	0689	28.80	04.6	6,306
claim	110	1	0657	28.80	04.8	6,322
chaos	110	1	0609	28.80	05.2	6,353
scalp	110	1	0699	28.80	04.5	6,436
slurp	110	1	0635	28.80	05.0	6,464
hasty	110	1	0691	28.80	04.6	6,586
faith	110	1	0692	28.80	04.6	6,867
taint	110	1	0726	28.80	04.4	6,968
cloak	110	1	0660	28.80	04.8	6,980
mango	110	1	0695	28.80	04.6	7,488
begin	110	1	0623	28.80	05.1	7,534
feign	110	1	0655	28.80	04.8	8,161
build	110	1	0852	28.80	03.7	8,232
inure	109	1	0354	29.06	09.0	3,584
toyed	109	1	0396	29.06	08.0	3,795
today	109	1	0453	29.06	07.0	4,339
weary	109	1	0400	29.06	07.9	4,479
baker	109	1	0483	29.06	06.6	4,488
steam	109	1	0476	29.06	06.7	4,589
amend	109	1	0453	29.06	07.0	4,663
doula	109	1	0447	29.06	07.1	4,695
enter	109	1	0548	29.06	05.8	4,944
scary	109	1	0505	29.06	06.3	4,951
capri	109	1	0528	29.06	06.0	5,029
power	109	1	0534	29.06	05.9	5,062
koran	109	1	0507	29.06	06.3	5,096
edict	109	1	0488	29.06	06.5	5,115
novel	109	1	0484	29.06	06.6	5,160
amped	109	1	0526	29.06	06.0	5,247
hoped	109	1	0543	29.06	05.8	5,260
coupe	109	1	0544	29.06	05.8	5,262
scour	109	1	0609	29.06	05.2	5,385
corer	109	1	0557	29.06	05.7	5,425
title	109	1	0548	29.06	05.8	5,621
peace	109	1	0582	29.06	05.4	5,634
storm	109	1	0604	29.06	05.3	5,640
nomad	109	1	0581	29.06	05.5	5,760
eider	109	1	0627	29.06	05.1	5,811
warty	109	1	0597	29.06	05.3	5,821
aunty	109	1	0593	29.06	05.3	5,916
rangy	109	1	0603	29.06	05.3	6,063
globe	109	1	0537	29.06	05.9	6,143
stony	109	1	0679	29.06	04.7	6,158
erect	109	1	0595	29.06	05.3	6,267
sword	109	1	0670	29.06	04.7	6,457
tromp	109	1	0699	29.06	04.5	6,602
midge	109	1	0666	29.06	04.8	6,836
stank	109	1	0710	29.06	04.5	6,942
spark	109	1	0676	29.06	04.7	6,965
poach	109	1	0678	29.06	04.7	7,010
drown	109	1	0727	29.06	04.4	7,316
mould	109	1	0789	29.06	04.0	7,427
flout	109	1	0775	29.06	04.1	7,790
bigot	109	1	0777	29.06	04.1	7,992
chino	109	1	0806	29.06	03.9	8,258
ocean	108	1	0383	29.33	08.3	4,190
abide	108	1	0390	29.33	08.1	4,198
heady	108	1	0419	29.33	07.6	4,811
limey	108	1	0420	29.33	07.5	4,875
scree	108	1	0585	29.33	05.4	5,022
biome	108	1	0485	29.33	06.5	5,133
cawed	108	1	0540	29.33	05.9	5,155
cigar	108	1	0555	29.33	05.7	5,183
dowse	108	1	0525	29.33	06.0	5,241
curio	108	1	0529	29.33	06.0	5,264
broke	108	1	0529	29.33	06.0	5,417
brief	108	1	0558	29.33	05.7	5,459
fable	108	1	0526	29.33	06.0	5,560
tempo	108	1	0483	29.33	06.6	5,666
stark	108	1	0589	29.33	05.4	5,685
mused	108	1	0593	29.33	05.3	5,790
rival	108	1	0534	29.33	05.9	5,796
bower	108	1	0581	29.33	05.5	5,811
thief	108	1	0566	29.33	05.6	5,885
video	108	1	0513	29.33	06.2	5,893
moped	108	1	0606	29.33	05.2	5,906
ditsy	108	1	0658	29.33	04.8	5,990
gleam	108	1	0530	29.33	06.0	6,073
dried	108	1	0627	29.33	05.1	6,083
rider	108	1	0627	29.33	05.1	6,160
grove	108	1	0591	29.33	05.4	6,178
cowed	108	1	0610	29.33	05.2	6,253
spike	108	1	0565	29.33	05.6	6,367
bloke	108	1	0537	29.33	05.9	6,402
unlit	108	1	0699	29.33	04.5	6,437
rebar	108	1	0565	29.33	05.6	6,543
bogey	108	1	0509	29.33	06.2	6,586
moult	108	1	0721	29.33	04.4	6,668
tangy	108	1	0698	29.33	04.5	6,740
manly	108	1	0716	29.33	04.4	6,785
final	108	1	0673	29.33	04.7	6,984
bison	108	1	0700	29.33	04.5	6,999
girth	108	1	0724	29.33	04.4	7,087
birth	108	1	0727	29.33	04.4	7,165
strum	108	1	0729	29.33	04.4	7,457
fleet	108	1	0723	29.33	04.4	7,469
lingo	108	1	0738	29.33	04.3	7,510
these	108	1	0708	29.33	04.5	7,545
baldy	108	1	0765	29.33	04.1	7,742
forth	108	1	0771	29.33	04.1	7,761
slack	108	1	0791	29.33	04.0	7,853
patch	108	1	0797	29.33	04.0	7,911
swept	108	1	0639	29.33	05.0	7,991
crown	108	1	0794	29.33	04.0	8,159
firth	108	1	0794	29.33	04.0	8,233
godly	108	1	0823	29.33	03.9	8,423
churn	108	1	0818	29.33	03.9	8,801
cubit	108	1	0871	29.33	03.6	9,036
smith	108	1	0925	29.33	03.4	9,359
chasm	108	1	0871	29.33	03.6	9,434
croon	108	1	0869	29.33	03.7	9,445
plush	108	1	0970	29.33	03.3	10,304
shift	108	1	0996	29.33	03.2	10,514
satyr	107	1	0476	29.61	06.7	3,731
towel	107	1	0432	29.61	07.3	4,177
adept	107	1	0399	29.61	07.9	4,241
ankle	107	1	0422	29.61	07.5	4,477
strew	107	1	0506	29.61	06.3	4,486
saved	107	1	0505	29.61	06.3	4,542
terra	107	1	0458	29.61	06.9	4,700
mosey	107	1	0393	29.61	08.1	4,802
racer	107	1	0507	29.61	06.3	4,813
value	107	1	0451	29.61	07.0	4,865
octal	107	1	0483	29.61	06.6	4,953
elite	107	1	0548	29.61	05.8	5,096
golem	107	1	0506	29.61	06.3	5,292
ralph	107	1	0556	29.61	05.7	5,306
gofer	107	1	0546	29.61	05.8	5,423
voted	107	1	0572	29.61	05.5	5,500
barer	107	1	0565	29.61	05.6	5,504
rebus	107	1	0478	29.61	06.6	5,531
rhino	107	1	0585	29.61	05.4	5,606
break	107	1	0483	29.61	06.6	5,624
caved	107	1	0584	29.61	05.4	5,709
tramp	107	1	0630	29.61	05.0	5,761
homed	107	1	0572	29.61	05.5	5,814
scram	107	1	0609	29.61	05.2	5,863
preen	107	1	0639	29.61	05.0	5,943
drawn	107	1	0614	29.61	05.2	5,963
elder	107	1	0631	29.61	05.0	6,034
dense	107	1	0666	29.61	04.8	6,078
gaily	107	1	0645	29.61	04.9	6,092
mercy	107	1	0525	29.61	06.0	6,098
slang	107	1	0665	29.61	04.8	6,098
flake	107	1	0530	29.61	06.0	6,191
while	107	1	0551	29.61	05.8	6,198
redub	107	1	0599	29.61	05.3	6,215
amino	107	1	0534	29.61	05.9	6,241
crisp	107	1	0677	29.61	04.7	6,323
angst	107	1	0668	29.61	04.7	6,386
micro	107	1	0640	29.61	05.0	6,425
nutso	107	1	0691	29.61	04.6	6,574
twerp	107	1	0575	29.61	05.5	6,598
vital	107	1	0639	29.61	05.0	6,630
frond	107	1	0704	29.61	04.5	6,746
plume	107	1	0591	29.61	05.4	6,769
turbo	107	1	0678	29.61	04.7	6,794
handy	107	1	0660	29.61	04.8	6,844
avoid	107	1	0564	29.61	05.6	6,869
carat	107	1	0741	29.61	04.3	6,902
clang	107	1	0754	29.61	04.2	7,332
blond	107	1	0781	29.61	04.1	7,437
doing	107	1	0822	29.61	03.9	7,834
plank	107	1	0784	29.61	04.0	8,119
porch	107	1	0819	29.61	03.9	8,338
clamp	107	1	0842	29.61	03.8	8,659
grift	107	1	0830	29.61	03.8	8,701
brood	107	1	0979	29.61	03.2	11,138
erase	106	1	0439	29.89	07.2	3,852
aegis	106	1	0339	29.89	09.4	3,927
toady	106	1	0453	29.89	07.0	4,120
cagey	106	1	0368	29.89	08.6	4,628
paver	106	1	0508	29.89	06.2	4,645
wager	106	1	0498	29.89	06.4	4,659
probe	106	1	0498	29.89	06.4	4,673
owner	106	1	0461	29.89	06.9	4,761
scrod	106	1	0540	29.89	05.9	4,853
verso	106	1	0448	29.89	07.1	4,854
parer	106	1	0521	29.89	06.1	4,865
reran	106	1	0466	29.89	06.8	4,934
dared	106	1	0545	29.89	05.8	4,968
dicey	106	1	0470	29.89	06.7	5,069
unmet	106	1	0478	29.89	06.6	5,223
state	106	1	0464	29.89	06.8	5,232
lumen	106	1	0487	29.89	06.5	5,234
fairy	106	1	0522	29.89	06.1	5,406
beady	106	1	0462	29.89	06.9	5,421
guard	106	1	0578	29.89	05.5	5,486
spend	106	1	0539	29.89	05.9	5,540
pawed	106	1	0557	29.89	05.7	5,554
foray	106	1	0514	29.89	06.2	5,704
leper	106	1	0611	29.89	05.2	5,888
drier	106	1	0627	29.89	05.1	5,941
admit	106	1	0565	29.89	05.6	5,942
grasp	106	1	0614	29.89	05.2	5,973
surly	106	1	0571	29.89	05.6	6,049
aptly	106	1	0636	29.89	05.0	6,333
candy	106	1	0656	29.89	04.8	6,429
biped	106	1	0645	29.89	04.9	6,450
hinge	106	1	0558	29.89	05.7	6,504
swipe	106	1	0582	29.89	05.4	6,525
rebel	106	1	0656	29.89	04.8	6,566
glory	106	1	0625	29.89	05.1	6,592
scrip	106	1	0677	29.89	04.7	6,636
copay	106	1	0608	29.89	05.2	6,646
green	106	1	0701	29.89	04.5	6,827
chime	106	1	0586	29.89	05.4	6,901
whine	106	1	0585	29.89	05.4	6,954
fiend	106	1	0633	29.89	05.0	6,967
curly	106	1	0639	29.89	05.0	7,052
nudge	106	1	0663	29.89	04.8	7,126
lucid	106	1	0743	29.89	04.3	7,260
china	106	1	0679	29.89	04.7	7,496
divot	106	1	0749	29.89	04.2	7,691
pwned	106	1	0736	29.89	04.3	7,896
divan	106	1	0715	29.89	04.4	7,961
bolus	106	1	0797	29.89	04.0	8,308
slink	106	1	0841	29.89	03.8	8,375
dowry	106	1	0776	29.89	04.1	8,447
caulk	106	1	0820	29.89	03.9	8,458
thrum	106	1	0815	29.89	03.9	8,991
dingy	106	1	0965	29.89	03.3	10,528
ideal	105	1	0343	30.17	09.2	3,832
raked	105	1	0466	30.17	06.8	3,998
abode	105	1	0370	30.17	08.6	4,155
yodel	105	1	0410	30.17	07.7	4,173
ulnar	105	1	0436	30.17	07.3	4,207
daisy	105	1	0469	30.17	06.8	4,297
trove	105	1	0477	30.17	06.6	4,311
avert	105	1	0448	30.17	07.1	4,518
solve	105	1	0471	30.17	06.7	5,051
piker	105	1	0510	30.17	06.2	5,069
liken	105	1	0506	30.17	06.3	5,245
uncle	105	1	0486	30.17	06.5	5,344
truly	105	1	0550	30.17	05.8	5,490
halve	105	1	0493	30.17	06.4	5,538
prove	105	1	0554	30.17	05.7	5,626
noisy	105	1	0632	30.17	05.0	5,669
audio	105	1	0531	30.17	06.0	5,714
civet	105	1	0587	30.17	05.4	5,812
sonic	105	1	0642	30.17	04.9	5,823
repel	105	1	0611	30.17	05.2	5,852
viper	105	1	0590	30.17	05.4	5,962
altar	105	1	0613	30.17	05.2	5,966
scaly	105	1	0645	30.17	04.9	6,058
scion	105	1	0642	30.17	04.9	6,083
spoke	105	1	0531	30.17	06.0	6,142
brash	105	1	0614	30.17	05.2	6,152
blend	105	1	0587	30.17	05.4	6,157
vaped	105	1	0599	30.17	05.3	6,181
sperm	105	1	0536	30.17	05.9	6,185
coven	105	1	0540	30.17	05.9	6,204
saucy	105	1	0663	30.17	04.8	6,239
twirl	105	1	0605	30.17	05.2	6,357
dwelt	105	1	0587	30.17	05.4	6,368
viola	105	1	0535	30.17	05.9	6,382
giver	105	1	0610	30.17	05.2	6,451
bowel	105	1	0578	30.17	05.5	6,457
chafe	105	1	0513	30.17	06.2	6,540
doled	105	1	0611	30.17	05.2	6,562
shady	105	1	0623	30.17	05.1	6,595
cloud	105	1	0720	30.17	04.4	6,700
curer	105	1	0623	30.17	05.1	6,779
midst	105	1	0731	30.17	04.3	6,867
manic	105	1	0681	30.17	04.7	6,885
admin	105	1	0626	30.17	05.1	7,046
mirth	105	1	0716	30.17	04.4	7,156
bleak	105	1	0570	30.17	05.6	7,224
roost	105	1	0730	30.17	04.3	7,273
torso	105	1	0730	30.17	04.3	7,387
befit	105	1	0606	30.17	05.2	7,411
tract	105	1	0741	30.17	04.3	7,442
trick	105	1	0735	30.17	04.3	7,472
drink	105	1	0730	30.17	04.3	7,530
mount	105	1	0790	30.17	04.0	7,622
bandy	105	1	0740	30.17	04.3	7,848
tipsy	105	1	0808	30.17	03.9	7,913
dined	105	1	0709	30.17	04.5	7,936
froth	105	1	0771	30.17	04.1	7,950
crowd	105	1	0809	30.17	03.9	8,232
breed	105	1	0826	30.17	03.8	8,356
thank	105	1	0790	30.17	04.0	8,461
trump	105	1	0809	30.17	03.9	8,557
crush	105	1	0825	30.17	03.8	8,566
wagon	105	1	0753	30.17	04.2	8,807
